codice_ipa,comune,cod_comune,provincia,cod_provincia,regione,cod_regione,importo_finanziamento,avviso,data_invio_candidatura,data_finanziamento,codice_cup,numero_finestra_temporale,numero_di_protocollo,stato_candidatura,misura,tipologia_ente
c_d209,Cupello,069028,CH,069,Abruzzo,13,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-27T09:19:30.000+0000,2022-08-02,D41F22002160006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_i618,Sepino,070075,CB,070,Molise,14,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-09T11:29:40.000+0000,2022-08-02,H91F22000220006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_i973,Strangolagalli,060075,FR,060,Lazio,12,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-14T11:19:49.000+0000,2022-08-02,G51F22000030006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_c298,Castiglione Messer Marino,069020,CH,069,Abruzzo,13,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-07T09:42:19.000+0000,2022-08-02,H51F22000000007,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_d463,Faggiano,073005,TA,073,Puglia,16,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-14T06:59:23.000+0000,2022-08-02,E11F22000010006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_e283,Ilbono,091032,NU,091,Sardegna,20,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-21T09:53:53.000+0000,2022-08-02,B51F22001630006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_b173,Brienza,076013,PZ,076,Basilicata,17,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-21T08:16:39.000+0000,2022-08-02,H71F22000240006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_f872,Nervesa della Battaglia,026050,TV,026,Veneto,05,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-07T10:23:49.000+0000,2022-08-02,I41F22000040006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_g261,Palazzo San Gervasio,076057,PZ,076,Basilicata,17,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-07T11:44:35.000+0000,2022-08-02,B61F22000080006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_b724,Carapelle,071010,FG,071,Puglia,16,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-07T09:52:01.000+0000,2022-08-02,E21F22000150006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_c376,Cavallermaggiore,004059,CN,004,Piemonte,01,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-05-24T11:04:34.000+0000,2022-08-02,G11F22000880006,2.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_d136,Creazzo,024036,VI,024,Veneto,05,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-07T13:54:29.000+0000,2022-08-02,E41F22000140006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_h147,Racale,075063,LE,075,Puglia,16,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-05-14T10:39:21.000+0000,2022-08-02,I91F22000960006,2.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_i649,Serramonacesca,068040,PE,068,Abruzzo,13,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-07-11T11:28:14.000+0000,2022-11-30,J51F22002380006,4.0,25.0,R,1.4.4 Adozione identità digitale,Comune
c_e839,Maiori,065066,SA,065,Campania,15,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-21T12:27:46.000+0000,2022-08-02,F91F22000130006,1.0,25.0,R,1.4.4 Adozione identità digitale,Comune
c_a239,Altofonte,082005,PA,082,Sicilia,19,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-13T09:13:42.000+0000,2022-08-02,J41F22000150006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_b924,Casamicciola Terme,063019,,063,Campania,15,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-07T10:00:34.000+0000,2022-08-02,G31F22000160006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_d902,Gambugliano,024044,VI,024,Veneto,05,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-07T10:12:22.000+0000,2022-08-02,F31F22000160006,1.0,25.0,R,1.4.4 Adozione identità digitale,Comune
c_c876,Collevecchio,057021,RI,057,Lazio,12,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-05-14T12:27:21.000+0000,2022-08-02,D81F22001010006,2.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_d579,Figino Serenza,013101,CO,013,Lombardia,03,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-05-09T06:39:16.000+0000,2022-08-02,C91F22000930006,2.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_b424,Calopezzati,078021,CS,078,Calabria,18,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-07-11T09:17:57.000+0000,2022-11-30,G21F22002240006,4.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_g674,Pinerolo,001191,TO,001,Piemonte,01,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-29T11:11:55.000+0000,2022-08-02,F11F22000130006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_a606,Banari,090007,SS,090,Sardegna,20,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-07T13:33:09.000+0000,2022-08-02,J51F22000000006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_d019,Cornate d'Adda,108053,MB,108,Lombardia,03,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-29T08:34:57.000+0000,2022-08-02,C71F22000040006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_B094,Bottidda,090016,SS,090,Sardegna,20,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-11T08:14:44.000+0000,2022-08-02,I51H21000020001,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_a519,Avigliano,076007,PZ,076,Basilicata,17,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-08T11:54:50.000+0000,2022-08-02,I11F22000140006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_c670,Crocetta del Montello,026025,TV,026,Veneto,05,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-07T13:40:42.000+0000,2022-08-02,H61F22000250006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_g615,Pietrafitta,078098,CS,078,Calabria,18,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-09T09:34:32.000+0000,2022-08-02,C71F22001540006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_e773,Luzzi,078070,CS,078,Calabria,18,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-05-02T08:30:21.000+0000,2022-08-02,H61F22000180006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_g190,Ottaviano,063051,,063,Campania,15,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-15T09:59:51.000+0000,2022-08-02,G81F22000160006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_c952,Concorezzo,108021,MB,108,Lombardia,03,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-05-04T14:01:00.000+0000,2022-08-02,J21F22001140006,2.0,25.0,R,1.4.4 Adozione identità digitale,Comune
c_i148,San Salvo,069083,CH,069,Abruzzo,13,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-05-03T09:32:53.000+0000,2022-08-02,J51F22000120006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_d540,Ferla,089008,SR,089,Sicilia,19,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-29T10:55:00.000+0000,2022-08-02,C31F22000000006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_h856,San Gavino Monreale,111062,SU,111,Sardegna,20,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-03T12:13:00.000+0000,2022-08-02,H31F22000920006,2.0,25.0,R,1.4.4 Adozione identità digitale,Comune
c_f230,Mirabella Eclano,064050,AV,064,Campania,15,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-05-01T20:07:49.000+0000,2022-08-02,E91F22000100006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_e502,Lazise,023043,VR,023,Veneto,05,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-07T14:58:41.000+0000,2022-08-02,I91F22000140006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_m397,Alluvioni Piovera,006192,AL,006,Piemonte,01,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-07T15:35:50.000+0000,2022-08-02,G31F22000230006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_L263,Torre de' Passeri,068043,PE,068,Abruzzo,13,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-07T15:06:14.000+0000,2022-08-02,C81F22000130006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_e264,Guiglia,036017,MO,036,Emilia-Romagna,08,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-10T09:07:13.000+0000,2022-08-02,G31F22001820006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_a029,Aci Sant'Antonio,087005,CT,087,Sicilia,19,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-08T11:38:40.000+0000,2022-08-02,C51F22000240006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_d872,Galliate,003068,NO,003,Piemonte,01,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-08T08:12:18.000+0000,2022-08-02,D81F22000230006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_d379,Dueville,024038,VI,024,Veneto,05,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-08T08:44:00.000+0000,2022-08-02,C61F22000190006,1.0,25.0,R,1.4.4 Adozione identità digitale,Comune
c_m170,Zermeghedo,024120,VI,024,Veneto,05,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-08T07:55:08.000+0000,2022-08-02,F71F22000190006,1.0,25.0,R,1.4.4 Adozione identità digitale,Comune
c_l725,Venafro,094052,IS,094,Molise,14,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-15T06:39:03.000+0000,2022-08-02,G71F22000070001,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_d685,Fontevivo,034016,PR,034,Emilia-Romagna,08,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-08T08:18:42.000+0000,2022-08-02,H71F22000110006,1.0,25.0,R,1.4.4 Adozione identità digitale,Comune
c_g624,Pietraperzia,086015,EN,086,Sicilia,19,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-08T08:47:27.000+0000,2022-08-02,J41F22000030006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_l439,Trivigno,076093,PZ,076,Basilicata,17,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-05-02T09:23:57.000+0000,2022-08-02,J61H22000030006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_c119,Castelgomberto,024028,VI,024,Veneto,05,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-08T10:45:45.000+0000,2022-08-02,D51F22000300006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_c448,Cellino San Marco,074004,BR,074,Puglia,16,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-03T10:46:26.000+0000,2022-08-02,C21F22000960006,2.0,25.0,R,1.4.4 Adozione identità digitale,Comune
c_c911,Comabbio,012054,VA,012,Lombardia,03,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-12T11:22:53.000+0000,2022-08-02,E51F22000020006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_i595,Selvazzano Dentro,028086,PD,028,Veneto,05,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-13T11:28:33.000+0000,2022-08-02,E81F22000120006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_m103,Vo',028105,PD,028,Veneto,05,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-08T08:23:25.000+0000,2022-08-02,D91F22000160006,1.0,25.0,R,1.4.4 Adozione identità digitale,Comune
c_i418,Saonara,028085,PD,028,Veneto,05,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-12T07:13:36.000+0000,2022-08-02,D71F22000260006,1.0,25.0,R,1.4.4 Adozione identità digitale,Comune
c_e475,Lattarico,078066,CS,078,Calabria,18,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-20T11:45:34.000+0000,2022-08-02,E21F22000030006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_e883,Manerba del Garda,017102,BS,017,Lombardia,03,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-08T10:18:24.000+0000,2022-08-02,E91F22000140006,1.0,25.0,R,1.4.4 Adozione identità digitale,Comune
c_h490,Rogliano,078105,CS,078,Calabria,18,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-08T10:29:40.000+0000,2022-08-02,F51F22000010006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_a237,Altivole,026001,TV,026,Veneto,05,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-15T06:29:15.000+0000,2022-08-02,H91F22001970006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_d649,Foiano della Chiana,051018,AR,051,Toscana,09,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-09T08:13:03.000+0000,2022-08-02,B81F22000230006,1.0,25.0,R,1.4.4 Adozione identità digitale,Comune
c_h641,Ruoti,076071,PZ,076,Basilicata,17,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-11T15:00:02.000+0000,2022-08-02,C21F22000000006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_c058,Castel Baronia,064022,AV,064,Campania,15,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-05-10T07:30:22.000+0000,2022-08-02,I81F22000810006,2.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_f013,Masi,028049,PD,028,Veneto,05,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-08T09:13:05.000+0000,2022-08-02,G71F22000120006,1.0,25.0,R,1.4.4 Adozione identità digitale,Comune
c_l519,Pollina,082059,PA,082,Sicilia,19,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-05-24T13:55:11.000+0000,2022-08-02,G41F22001030006,2.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_b674,Caposele,064017,AV,064,Campania,15,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-14T05:15:16.000+0000,2022-08-02,J31F22000130006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_f922,Nogarole Vicentino,024072,VI,024,Veneto,05,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-08T09:35:41.000+0000,2022-08-02,B41F22000070006,1.0,25.0,R,1.4.4 Adozione identità digitale,Comune
c_b910,Casalpusterlengo,098010,LO,098,Lombardia,03,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-05-06T08:00:50.000+0000,2022-08-02,H71F22000780006,2.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_e284,Illasi,023039,VR,023,Veneto,05,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-14T06:55:35.000+0000,2022-08-02,D51F22000220006,1.0,25.0,R,1.4.4 Adozione identità digitale,Comune
c_g039,Oliveto Citra,065083,SA,065,Campania,15,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-13T07:25:09.000+0000,2022-08-02,D81F22000260006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_d886,Galluccio,061039,CE,061,Campania,15,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-21T08:42:56.000+0000,2022-08-02,I11F22000090006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_d156,Crespadoro,024037,VI,024,Veneto,05,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-08T10:49:59.000+0000,2022-08-02,J51F22000150006,1.0,25.0,R,1.4.4 Adozione identità digitale,Comune
c_e285,Illorai,090031,SS,090,Sardegna,20,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-05-09T11:25:55.000+0000,2022-08-02,H21F22001200006,2.0,25.0,R,1.4.4 Adozione identità digitale,Comune
c_m300,Due Carrare,028106,PD,028,Veneto,05,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-11T08:13:43.000+0000,2022-08-02,I11F22000260006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_a195,Alia,082001,PA,082,Sicilia,19,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-07-08T11:16:26.000+0000,2022-11-30,F91F22002260006,4.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_h883,San Giorgio Bigarello,020057,MN,020,Lombardia,03,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-08T10:33:06.000+0000,2022-08-02,C61F22000240006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_m045,Villongo,016242,BG,016,Lombardia,03,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-08T11:45:54.000+0000,2022-08-02,I36G22000280005,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_i443,Sarroch,092066,CA,092,Sardegna,20,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-19T10:27:06.000+0000,2022-08-02,I51F22000050006,1.0,25.0,R,1.4.4 Adozione identità digitale,Comune
c_e092,Gorgo al Monticano,026034,TV,026,Veneto,05,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-12T13:48:37.000+0000,2022-08-02,H61F22000110006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_b455,Camaiore,046005,LU,046,Toscana,09,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-12T07:21:36.000+0000,2022-08-02,D31F22000180006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_f006,Maschito,076047,PZ,076,Basilicata,17,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-29T09:22:27.000+0000,2022-08-02,C51F22000140006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_c424,Ceglie Messapica,074003,BR,074,Puglia,16,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-22T13:04:23.000+0000,2022-08-02,J11F22000040006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_a093,Agugliaro,024001,VI,024,Veneto,05,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-08T13:35:05.000+0000,2022-08-02,D51F22000070006,1.0,25.0,R,1.4.4 Adozione identità digitale,Comune
c_h228,Reitano,083070,ME,083,Sicilia,19,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-24T16:11:30.000+0000,2022-08-02,G81F22000000006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_F793,Muccia,043034,MC,043,Marche,11,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-05-24T08:44:28.000+0000,2022-08-02,E11F22001290006,2.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_i905,Spilinga,102042,VV,102,Calabria,18,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-08T15:11:34.000+0000,2022-08-02,D81F22000170006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_c225,Castelnuovo del Garda,023022,VR,023,Veneto,05,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-08T13:36:22.000+0000,2022-08-02,J61F22000190006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_e131,Gragnano,063035,,063,Campania,15,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-29T07:26:06.000+0000,2022-08-02,B11F22000150006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_b779,Carinaro,061016,CE,061,Campania,15,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-14T15:20:06.000+0000,2022-08-02,H51F22001770006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_b037,Borgo San Martino,006020,AL,006,Piemonte,01,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-20T08:35:16.000+0000,2022-08-02,I21F22000140006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_a318,Anversa degli Abruzzi,066004,AQ,066,Abruzzo,13,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-25T11:50:52.000+0000,2022-08-02,I11F22002220006,3.0,25.0,R,1.4.4 Adozione identità digitale,Comune
c_f108,Melissa,101014,KR,101,Calabria,18,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-08-30T10:33:55.000+0000,2022-11-30,B51F22002390006,5.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_a294,Angri,065007,SA,065,Campania,15,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-29T08:41:26.000+0000,2022-08-02,G41F22000140006,1.0,25.0,R,1.4.4 Adozione identità digitale,Comune
c_a110,Airola,062001,BN,062,Campania,15,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-05-02T21:06:42.000+0000,2022-08-02,F11F22000260006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_i373,San Stino di Livenza,027036,VE,027,Veneto,05,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-26T13:09:03.000+0000,2022-08-02,F11F22000270006,1.0,25.0,R,1.4.4 Adozione identità digitale,Comune
c_f011,Maserà di Padova,028048,PD,028,Veneto,05,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-11T11:03:47.000+0000,2022-08-02,F61F22000280006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_g494,Pesco Sannita,062050,BN,062,Campania,15,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-19T11:15:05.000+0000,2022-08-02,I51F22000160006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_im325,Sissa Trecasali,034049,PR,034,Emilia-Romagna,08,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-11T08:39:21.000+0000,2022-08-02,I41F22000080006,1.0,25.0,R,1.4.4 Adozione identità digitale,Comune
c_f748,Morrone del Sannio,070048,CB,070,Molise,14,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-14T09:19:11.000+0000,2022-08-02,G91F22000030006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_i240,Santa Maria di Licodia,087047,CT,087,Sicilia,19,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-11T07:40:26.000+0000,2022-08-02,E21F22000070006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_i319,Sant'Elena,028083,PD,028,Veneto,05,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-11T07:24:38.000+0000,2022-08-02,C51F22000130006,1.0,25.0,R,1.4.4 Adozione identità digitale,Comune
c_l947,Villafranca Padovana,028103,PD,028,Veneto,05,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-13T06:49:07.000+0000,2022-08-02,J71F22000210006,1.0,25.0,R,1.4.4 Adozione identità digitale,Comune
c_e493,Lavello,076043,PZ,076,Basilicata,17,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-11T11:23:36.000+0000,2022-08-02,I11F22000210006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_c556,Cervignano del Friuli,030023,UD,030,Friuli-Venezia Giulia,06,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-12T08:22:19.000+0000,2022-08-02,F41F22000060006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_e599,Limosano,070032,CB,070,Molise,14,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-12T11:45:48.000+0000,2022-08-02,F21F22000060006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_f044,Massignano,044029,AP,044,Marche,11,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-11T08:36:20.000+0000,2022-08-02,B71F22000100006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_e555,Letojanni,083038,ME,083,Sicilia,19,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-11T06:43:01.000+0000,2022-08-02,E31C22000640001,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_d505,Farra di Soligo,026026,TV,026,Veneto,05,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-14T13:57:04.000+0000,2022-08-02,G71F22000020006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_a465,Asiago,024009,VI,024,Veneto,05,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-12T09:53:32.000+0000,2022-08-02,D41F22000080006,1.0,25.0,R,1.4.4 Adozione identità digitale,Comune
c_a970,Bonea,062009,BN,062,Campania,15,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-05-03T08:12:04.000+0000,2022-08-02,E91F22000010006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
