codice_ipa,comune,cod_comune,provincia,cod_provincia,regione,cod_regione,importo_finanziamento,avviso,data_invio_candidatura,data_finanziamento,codice_cup,numero_finestra_temporale,numero_di_protocollo,stato_candidatura,misura,tipologia_ente
c_l419,Tricase,075088,LE,075,Puglia,16,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-03T10:15:54.000+0000,2022-08-02,D71F22001070006,2.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_c413,Ceccano,060024,FR,060,Lazio,12,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-08T06:01:05.000+0000,2022-08-02,B81F22000900006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_d344,Donori,111017,SU,111,Sardegna,20,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-03T09:53:36.000+0000,2022-08-02,C31F22001010006,2.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_b962,Scandicci,048041,FI,048,Toscana,09,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-30T15:54:24.000+0000,2022-08-02,G71F22000580006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_i309,Santa Sofia d'Epiro,078133,CS,078,Calabria,18,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-03T10:48:07.000+0000,2022-08-02,B61F22001270006,2.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_a417,Armo,008004,IM,008,Liguria,07,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-03T09:13:39.000+0000,2022-08-02,I51F22000620006,2.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_e551,Lessolo,001132,TO,001,Piemonte,01,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-03T09:17:23.000+0000,2022-08-02,G51F22000550006,2.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_d430,Escalaplano,111018,SU,111,Sardegna,20,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-03T11:36:38.000+0000,2022-08-02,F41F22000710006,2.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_g687,Piombino,049012,LI,049,Toscana,09,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-03T12:35:12.000+0000,2022-08-02,H71F22000970006,2.0,25.0,R,1.4.4 Adozione identità digitale,Comune
c_i251,Santa Maria Nuova,042043,AN,042,Marche,11,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-03T14:23:36.000+0000,2022-08-02,B81F22001320006,2.0,25.0,R,1.4.4 Adozione identità digitale,Comune
c_h114,Quarto,063063,,063,Campania,15,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-03T09:00:02.000+0000,2022-08-02,G21F22000920006,2.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_b437,Calvanico,065020,SA,065,Campania,15,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-03T10:15:24.000+0000,2022-08-02,E81F22001360006,2.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_b498,Campagnola Cremasca,019011,CR,019,Lombardia,03,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-03T10:41:51.000+0000,2022-08-02,B31F22001100006,2.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_a773,Belvedere Marittimo,078015,CS,078,Calabria,18,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-07-14T10:48:03.000+0000,2022-11-30,D51F22002720006,4.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_f149,Merlino,098039,LO,098,Lombardia,03,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-03T12:36:25.000+0000,2022-08-02,D98G22000010001,2.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_d811,Frosolone,094022,IS,094,Molise,14,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-08-12T10:27:06.000+0000,2022-11-30,B41F22002760006,5.0,25.0,A,1.4.4 Adozione identità digitale,Comune
C_H833,San Felice del Molise,070064,CB,070,Molise,14,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-08-23T08:57:19.000+0000,2022-11-30,B71F22002730006,5.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_h669,Saint-Christophe,007058,AO,007,Valle d'Aosta/Vallée d'Aoste,02,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-08-17T13:31:09.000+0000,2022-11-30,I71F22002600006,5.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_c826,Cogorno,010018,GE,010,Liguria,07,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-08-12T07:00:54.000+0000,2022-11-30,F51F22002750006,5.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_e306,Introd,007035,AO,007,Valle d'Aosta/Vallée d'Aoste,02,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-08-12T09:49:36.000+0000,2022-11-30,G21F22002330006,5.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_a539,Badia Polesine,029004,RO,029,Veneto,05,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-08-12T08:48:20.000+0000,2022-11-30,C91F22002170006,5.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_a258,Amatrice,057002,RI,057,Lazio,12,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-08-16T09:03:36.000+0000,2022-11-30,E71F22002840006,5.0,25.0,R,1.4.4 Adozione identità digitale,Comune
c_h262,Rhêmes-Notre-Dame,007055,AO,007,Valle d'Aosta/Vallée d'Aoste,02,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-08-16T08:07:16.000+0000,2022-11-30,H41F22002450006,5.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_d092,Cossano Canavese,001095,TO,001,Piemonte,01,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-03T13:51:44.000+0000,2022-08-02,D41F22001100006,2.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_h767,San Bassano,019088,CR,019,Lombardia,03,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-03T13:36:04.000+0000,2022-08-02,H81F22001110006,2.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_h974,Sanluri,111067,SU,111,Sardegna,20,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-03T14:36:45.000+0000,2022-08-02,J81F22001230006,2.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_a016,Acceglio,004001,CN,004,Piemonte,01,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-03T15:47:15.000+0000,2022-08-02,C61F22000900006,2.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_h730,Savoia di Lucania,076084,PZ,076,Basilicata,17,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-07T15:07:37.000+0000,2022-08-02,D61F22001930006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_h462,Rocchetta Belbo,004193,CN,004,Piemonte,01,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-04T10:40:54.000+0000,2022-08-02,F91F22001780006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_b249,Budrio,037008,BO,037,Emilia-Romagna,08,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-12T14:38:02.000+0000,2022-08-02,J51F22001730006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_e136,Granarolo dell'Emilia,037030,BO,037,Emilia-Romagna,08,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-13T10:02:38.000+0000,2022-08-02,H91F22001580006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_e844,Malalbergo,037035,BO,037,Emilia-Romagna,08,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-13T11:57:34.000+0000,2022-08-02,B51F22001620006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_a665,Baricella,037003,BO,037,Emilia-Romagna,08,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-13T10:03:51.000+0000,2022-08-02,G91F22001410006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_f219,Minerbio,037038,BO,037,Emilia-Romagna,08,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-11T11:09:50.000+0000,2022-08-02,B81F22001960006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_f517,Monte Giberto,109016,FM,109,Marche,11,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-06T08:32:38.000+0000,2022-08-02,B71F22001860006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_d205,Cuneo,004078,CN,004,Piemonte,01,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-24T11:25:52.000+0000,2022-08-02,B21F22001690006,3.0,25.0,R,1.4.4 Adozione identità digitale,Comune
c_l230,Toro,070080,CB,070,Molise,14,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-08T08:44:47.000+0000,2022-08-02,E51F22001770006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_I827,Soncino,019097,CR,019,Lombardia,03,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-07-04T12:07:49.000+0000,2022-08-02,G81F22002250006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_c639,Chiomonte,001080,TO,001,Piemonte,01,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-07-13T17:23:25.000+0000,2022-11-30,B71F22002380006,4.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_d211,Cupramontana,042016,AN,042,Marche,11,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-07-06T13:39:57.000+0000,2022-11-30,F81F22002500006,4.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_m287,Ragalna,087058,CT,087,Sicilia,19,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-06T16:38:07.000+0000,2022-08-02,E41F22001870006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_c331,Castorano,044013,AP,044,Marche,11,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-08T08:52:43.000+0000,2022-08-02,B91F22001900006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_c114,Castel Frentano,069018,CH,069,Abruzzo,13,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-06T09:57:50.000+0000,2022-08-02,F31F22001660006,3.0,25.0,R,1.4.4 Adozione identità digitale,Comune
c_l245,Torre Annunziata,063083,,063,Campania,15,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-23T13:11:10.000+0000,2022-08-02,G41F22002140006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_l865,Vigano San Martino,016236,BG,016,Lombardia,03,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-06T07:45:45.000+0000,2022-08-02,H61F22002000006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_e587,Lillianes,007042,AO,007,Valle d'Aosta/Vallée d'Aoste,02,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-06T07:17:57.000+0000,2022-08-02,H91F22001450006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_f524,Monte Grimano Terme,041035,PU,041,Marche,11,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-07-27T08:02:25.000+0000,2022-11-30,H71F22002100006,4.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_e965,Marnate,012098,VA,012,Lombardia,03,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-07-15T06:47:56.000+0000,2022-11-30,B41F22002350006,4.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_e540,Lequio Berria,004106,CN,004,Piemonte,01,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-06T09:52:01.000+0000,2022-08-02,F31F22001090006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_f309,Mombarcaro,004124,CN,004,Piemonte,01,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-06T08:59:33.000+0000,2022-08-02,C31F22001060006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_f067,Mazzè,001148,TO,001,Piemonte,01,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-09T14:36:33.000+0000,2022-08-02,D31F22001980006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_a525,Azeglio,001014,TO,001,Piemonte,01,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-08T06:50:50.000+0000,2022-08-02,D41F22002190006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_i306,Sant'Arpino,061087,CE,061,Campania,15,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-06T09:53:53.000+0000,2022-08-02,B41F22001620006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
C_C514,Cerignola,071020,FG,071,Puglia,16,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-06T09:51:50.000+0000,2022-08-02,J31F22002230006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_c845,Collazzone,054014,PG,054,Umbria,10,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-20T11:51:17.000+0000,2022-08-02,J21F22002100006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_d329,Domaso,013089,CO,013,Lombardia,03,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-06T08:16:53.000+0000,2022-08-02,H61F22001890006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_a205,Allein,007001,AO,007,Valle d'Aosta/Vallée d'Aoste,02,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-06T12:23:25.000+0000,2022-08-02,C41F22002160006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_a536,Badalucco,008006,IM,008,Liguria,07,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-06T08:17:00.000+0000,2022-08-02,C71F22001010006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_d735,Fosdinovo,045008,MS,045,Toscana,09,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-07-27T11:22:02.000+0000,2022-11-30,B41F22002160006,4.0,25.0,A,1.4.4 Adozione identità digitale,Comune
C_D459,Faeto,071023,FG,071,Puglia,16,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-06T09:32:50.000+0000,2022-08-02,F61F22001960006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_c987,Corbola,029017,RO,029,Veneto,05,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-13T10:10:57.000+0000,2022-08-02,E41F22001860006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_l748,Vercana,013239,CO,013,Lombardia,03,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-06T09:23:18.000+0000,2022-08-02,C31F22001860006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_m387,Montalto Carpasio,008068,IM,008,Liguria,07,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-06T10:27:22.000+0000,2022-08-02,J61F22002140006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_a573,Bagnolo in Piano,035002,RE,035,Emilia-Romagna,08,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-08-24T09:19:06.000+0000,2022-11-30,D41F22002790006,5.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_l823,Vezzi Portio,009067,SV,009,Liguria,07,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-07T15:57:49.000+0000,2022-08-02,H71F22001610006,3.0,25.0,R,1.4.4 Adozione identità digitale,Comune
c_e224,Grumo Nevano,063036,,063,Campania,15,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-06T10:38:32.000+0000,2022-08-02,H21C22000900006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_d725,Forno Canavese,001107,TO,001,Piemonte,01,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-08T09:58:05.000+0000,2022-08-02,I71F22001760006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_l221,Torlino Vimercati,019105,CR,019,Lombardia,03,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-13T09:29:24.000+0000,2022-08-02,C71F22001690006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_a396,Arguello,004007,CN,004,Piemonte,01,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-06T10:13:56.000+0000,2022-08-02,H31F22001970006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_g794,Pollein,007049,AO,007,Valle d'Aosta/Vallée d'Aoste,02,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-06T12:10:49.000+0000,2022-08-02,C71F22001510006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_e672bl,Longarone,025071,BL,025,Veneto,05,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-15T08:33:34.000+0000,2022-08-02,C51F22001070006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_h916,San Giovanni Ilarione,023070,VR,023,Veneto,05,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-10T09:01:55.000+0000,2022-08-02,D91F22001750006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_h036,Premolo,016175,BG,016,Lombardia,03,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-30T09:09:32.000+0000,2022-08-02,F81F22002590006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_c984,Corbara,065047,SA,065,Campania,15,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-06T14:33:36.000+0000,2022-08-02,F81F22002130006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_m349,Altavalle,022235,TN,022,Trentino-Alto Adige/Südtirol,04,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-07-25T07:21:01.000+0000,2022-11-30,E91F22002260006,4.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_l494,Urago d'Oglio,017192,BS,017,Lombardia,03,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-06T14:19:00.000+0000,2022-08-02,D91F22001720006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_h340,Rivarolo Canavese,001217,TO,001,Piemonte,01,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-06T14:35:33.000+0000,2022-08-02,E91F22001700006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_d606,Fiorano al Serio,016100,BG,016,Lombardia,03,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-06T12:39:55.000+0000,2022-08-02,B51F22001660006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_a820,Besate,015022,MI,015,Lombardia,03,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-07-11T07:32:35.000+0000,2022-11-30,J61F22002380006,4.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_a125,Alba Adriatica,067001,TE,067,Abruzzo,13,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-07T10:41:20.000+0000,2022-08-02,J91F22000710006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_c372,Cavalese,022050,TN,022,Trentino-Alto Adige/Südtirol,04,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-24T18:56:35.000+0000,2022-08-02,B41F22001540006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_e029,Gignod,007030,AO,007,Valle d'Aosta/Vallée d'Aoste,02,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-06T12:38:19.000+0000,2022-08-02,B61F22002150006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_b400,Caldes,022033,TN,022,Trentino-Alto Adige/Südtirol,04,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-07-25T09:55:48.000+0000,2022-11-30,D51F22002580006,4.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_d897,Gambellara,024043,VI,024,Veneto,05,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-09T10:02:09.000+0000,2022-08-02,E21F22001590006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_b856,Carzano,022043,TN,022,Trentino-Alto Adige/Südtirol,04,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-07-18T14:03:22.000+0000,2022-11-30,E61F22002050006,4.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_l312,Toscolano-Maderno,017187,BS,017,Lombardia,03,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-07T07:39:02.000+0000,2022-08-02,J41F22001890006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_b435,Caluso,001047,TO,001,Piemonte,01,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-06T14:10:08.000+0000,2022-08-02,D11F22001890006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_c755,Civezza,008022,IM,008,Liguria,07,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-06T13:46:49.000+0000,2022-08-02,I51F22001630006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_e111,Gorzegno,004097,CN,004,Piemonte,01,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-06T13:44:57.000+0000,2022-08-02,I31F22002720006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_e397,Lacedonia,064041,AV,064,Campania,15,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-07T16:07:26.000+0000,2022-08-02,H91F22001780006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_i117,San Pietro Mussolino,024094,VI,024,Veneto,05,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-15T07:05:23.000+0000,2022-08-02,J81F22002130006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_a173,Albugnano,005002,AT,005,Piemonte,01,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-06T15:27:14.000+0000,2022-08-02,C91F22001830006,3.0,25.0,R,1.4.4 Adozione identità digitale,Comune
c_g223,Robbiate,097071,LC,097,Lombardia,03,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-06T16:55:20.000+0000,2022-08-02,H31F22002050006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_a129,Albano Sant'Alessandro,016003,BG,016,Lombardia,03,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-08T14:59:26.000+0000,2022-08-02,C71F22000610006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_c466,Centallo,004061,CN,004,Piemonte,01,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-13T15:38:08.000+0000,2022-08-02,I31f22002560006,3.0,25.0,R,1.4.4 Adozione identità digitale,Comune
c_d677,Fontanigorda,010024,GE,010,Liguria,07,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-06T15:26:02.000+0000,2022-08-02,H21F22002090006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_e588,Limana,025029,BL,025,Veneto,05,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-08T07:38:24.000+0000,2022-08-02,B81F22002050006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_bu,Bubbio,005011,AT,005,Piemonte,01,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-13T08:30:06.000+0000,2022-08-02,B91F22002300006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_i876,Soverzene,025057,BL,025,Veneto,05,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-15T13:15:00.000+0000,2022-08-02,D91F22001190006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_b549,Campomaggiore,076017,PZ,076,Basilicata,17,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-15T07:03:20.000+0000,2022-08-02,H21F22001100006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_l027,Tagliolo Monferrato,006169,AL,006,Piemonte,01,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-07T08:11:44.000+0000,2022-08-02,E71F22001760006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_g814,Pompeiana,008044,IM,008,Liguria,07,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-07T07:29:17.000+0000,2022-08-02,C91F22001870006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_g181,Ossona,015164,MI,015,Lombardia,03,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-11T15:25:19.000+0000,2022-08-02,C41F22001250006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_d127,Cozzo,018059,PV,018,Lombardia,03,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-07T07:28:14.000+0000,2022-08-02,C41F22002060006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_g237,Paglieta,069059,CH,069,Abruzzo,13,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-07T07:26:54.000+0000,2022-08-02,I81F22001630006,3.0,25.0,R,1.4.4 Adozione identità digitale,Comune
c_i367,Santo Stefano Belbo,004213,CN,004,Piemonte,01,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-07T07:12:00.000+0000,2022-08-02,D21F22001210006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_g763,Poggio Mirteto,057053,RI,057,Lazio,12,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-07T08:31:31.000+0000,2022-08-02,I41F22001730006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_b825,Carpineti,035011,RE,035,Emilia-Romagna,08,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-10T08:03:17.000+0000,2022-08-02,I41F22001650006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
